,ftimed,ftimeh,fopen,fhigh,flow,fclose,fvolume,ma5,price_change,shift,p_change
1850,2017.05.25,00:00,1.2968,1.30121,1.293,1.29348,60062,1.2974839999999994,-0.003330000000000055,1.29681,-0.25678395447290314
1851,2017.05.26,00:00,1.2934299999999999,1.294,1.2773299999999999,1.28061,67873,1.2933299999999994,-0.012869999999999937,1.29348,-0.994990258836622
1852,2017.05.28,00:00,1.27945,1.28084,1.2794299999999998,1.28073,286,1.2895219999999994,0.00011999999999989797,1.28061,0.00937053435471361
1853,2017.05.29,00:00,1.28074,1.2848899999999999,1.28065,1.28335,41233,1.2869959999999996,0.0026200000000000667,1.28073,0.2045708306981227
1854,2017.05.30,00:00,1.2833700000000001,1.2886600000000001,1.27881,1.2797100000000001,67009,1.2835759999999996,-0.0036399999999998656,1.28335,-0.2836326800950532
1855,2017.05.31,00:00,1.2797,1.29193,1.27675,1.28729,73570,1.2823379999999995,0.00757999999999992,1.2797100000000001,0.5923216978846707
1856,2017.06.01,00:00,1.28731,1.29139,1.28283,1.28835,61243,1.2838859999999994,0.001060000000000061,1.28729,0.08234352787639622
1857,2017.06.02,00:00,1.28881,1.29027,1.28451,1.28904,49363,1.2855479999999995,0.0006899999999998574,1.28835,0.05355687507275642
1858,2017.06.04,00:00,1.28606,1.2875,1.28589,1.28681,1032,1.2862399999999994,-0.0022299999999999542,1.28904,-0.1729969589772198
1859,2017.06.05,00:00,1.2868700000000002,1.29399,1.28588,1.29,44381,1.2882979999999993,0.003190000000000026,1.28681,0.247899845354017
1860,2017.06.06,00:00,1.2900200000000002,1.29492,1.2871,1.29064,45748,1.2889679999999992,0.0006399999999999739,1.29,0.049612403100773174
1861,2017.06.07,00:00,1.29065,1.29677,1.2886799999999998,1.29586,54433,1.2904699999999991,0.005220000000000002,1.29064,0.40445050517572695
1862,2017.06.08,00:00,1.29585,1.29768,1.27044,1.27415,61899,1.287491999999999,-0.021710000000000118,1.29586,-1.6753352985662122
1863,2017.06.09,00:00,1.27416,1.2826899999999999,1.2635100000000001,1.27429,94109,1.284987999999999,0.000140000000000029,1.27415,0.010987717301732841
1864,2017.06.11,00:00,1.27129,1.27492,1.27093,1.2730700000000001,472,1.281601999999999,-0.0012199999999997768,1.27429,-0.09573958831975271
1865,2017.06.12,00:00,1.27312,1.27684,1.26377,1.26752,53400,1.276977999999999,-0.005550000000000166,1.2730700000000001,-0.4359540323784368
1866,2017.06.13,00:00,1.2675,1.27558,1.26413,1.27521,52644,1.2728479999999989,0.007689999999999975,1.26752,0.6066965412774532
1867,2017.06.14,00:00,1.2750700000000001,1.2817,1.27226,1.27474,73125,1.272965999999999,-0.00046999999999997044,1.27521,-0.03685667458692846
1868,2017.06.15,00:00,1.27472,1.27949,1.26898,1.27525,62442,1.2731579999999991,0.0005100000000000104,1.27474,0.04000815852644543
1869,2017.06.16,00:00,1.2753,1.28046,1.27501,1.27767,46299,1.274077999999999,0.0024200000000000887,1.27525,0.18976671240933846
1870,2017.06.19,00:00,1.27657,1.28135,1.27225,1.27367,42904,1.275307999999999,-0.0040000000000000036,1.27767,-0.313069885025085
